time_betw_scan_hours,CA,YM,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,40/25 mM glu/lac lav O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2,50 mM Mannose,35 mM Glycolsyre,2 mM PAM,Class
0.086,0.920,0.840,0.292,0.402,0.833,0.847,0.375,0.096,0.718,0.505,0.674,0.459,1.000
0.002,0.273,0.654,0.283,0.458,0.822,0.807,0.475,0.076,0.656,0.294,0.629,0.554,1.000
0.088,0.273,0.000,0.330,0.336,0.793,0.801,0.518,0.081,0.696,0.514,0.765,0.662,1.000
0.078,0.920,0.840,0.297,0.645,0.797,0.829,0.182,0.111,0.745,0.251,0.909,0.662,1.000
0.231,0.920,0.840,0.250,0.486,0.795,0.837,0.187,0.101,0.766,0.524,0.682,0.500,1.000
0.004,0.920,0.249,0.245,0.421,0.870,0.906,0.409,0.035,0.777,0.492,0.674,0.527,1.000
0.196,0.920,0.420,0.325,0.402,0.629,0.659,0.228,0.268,0.692,0.582,0.606,0.595,1.000
0.147,0.920,0.532,0.288,0.449,0.812,0.871,0.333,0.081,0.806,0.401,0.871,0.581,1.000
0.089,0.273,0.420,0.269,0.486,0.758,0.813,0.274,0.096,0.781,0.497,0.939,0.649,1.000
0.063,0.686,0.420,0.292,0.430,0.745,0.738,0.400,0.227,0.649,0.439,0.674,0.486,1.000
0.080,0.764,0.420,0.292,0.411,0.895,0.923,0.260,0.141,0.765,0.353,0.833,0.622,1.000
0.160,0.920,0.420,0.264,0.505,0.848,0.836,0.185,0.182,0.670,0.579,0.644,0.459,1.000
0.059,0.920,0.751,0.283,0.561,0.720,0.815,0.148,0.146,0.853,0.435,0.614,0.432,1.000
0.079,0.920,0.420,0.307,0.430,0.839,0.858,0.444,0.051,0.731,0.465,0.780,0.554,1.000
0.009,0.920,0.840,0.311,0.393,0.720,0.646,0.277,0.253,0.506,0.585,0.598,0.676,1.000
0.102,0.920,0.420,0.193,0.402,0.831,0.845,0.300,0.121,0.719,0.449,0.811,0.622,1.000
0.069,0.920,0.420,0.264,0.374,0.801,0.816,0.331,0.116,0.712,0.701,0.530,0.378,1.000
0.433,0.591,0.420,0.283,0.458,0.836,0.892,0.179,0.086,0.807,0.473,0.848,0.595,1.000
0.065,0.273,0.420,0.269,0.402,0.692,0.685,0.314,0.247,0.634,0.523,0.848,0.595,1.000
0.290,0.920,0.420,0.222,0.458,0.815,0.836,0.217,0.076,0.729,0.199,0.750,0.568,1.000
0.020,0.920,0.840,0.231,0.617,0.787,0.836,0.086,0.227,0.779,0.755,0.742,0.473,1.000
0.198,0.752,0.420,0.274,0.533,0.826,0.848,0.219,0.076,0.734,0.647,0.856,0.649,1.000
0.044,0.775,0.420,0.264,0.374,0.715,0.691,0.412,0.106,0.606,0.644,0.795,0.568,1.000
0.058,0.920,0.426,0.226,0.486,0.831,0.883,0.422,0.056,0.796,0.672,0.902,0.635,1.000
0.126,0.273,0.420,0.255,0.570,0.788,0.843,0.228,0.096,0.789,0.521,0.826,0.649,1.000
0.126,0.920,0.840,0.302,0.617,0.814,0.871,0.154,0.111,0.803,0.653,0.803,0.554,1.000
0.059,0.920,0.420,0.226,0.402,0.779,0.852,0.326,0.106,0.824,0.280,0.924,0.662,1.000
0.262,0.273,0.840,0.269,0.542,0.816,0.881,0.205,0.202,0.818,0.335,0.568,0.595,1.000
0.215,0.920,0.383,0.283,0.271,0.803,0.804,0.372,0.162,0.684,0.593,0.386,0.473,1.000
0.059,0.920,0.420,0.250,0.458,0.811,0.817,0.238,0.121,0.696,0.742,0.818,0.541,1.000
0.075,0.623,0.420,0.222,0.467,0.770,0.845,0.291,0.106,0.828,0.349,0.879,0.635,1.000
0.364,0.920,0.420,0.189,0.598,0.772,0.849,0.192,0.045,0.832,0.398,0.818,0.568,1.000
0.522,0.920,0.840,0.269,0.645,0.859,0.912,0.172,0.167,0.807,0.411,0.530,0.595,1.000
0.159,0.920,0.420,0.302,0.430,0.694,0.708,0.153,0.232,0.679,0.566,0.780,0.527,1.000
0.052,0.733,0.420,0.278,0.486,0.777,0.839,0.169,0.111,0.801,0.418,0.674,0.622,1.000
0.064,0.920,0.442,0.269,0.421,0.806,0.801,0.389,0.071,0.674,0.525,0.682,0.500,1.000
0.002,0.920,0.420,0.226,0.374,0.790,0.811,0.333,0.146,0.721,0.132,0.758,0.568,1.000
0.100,0.920,0.420,0.259,0.411,0.795,0.795,0.370,0.121,0.681,0.477,0.848,0.622,1.000
0.072,0.660,0.685,0.241,0.430,0.757,0.747,0.272,0.202,0.647,0.264,0.742,0.595,1.000
0.137,0.920,0.840,0.236,0.486,0.762,0.825,0.223,0.106,0.799,0.674,0.871,0.500,1.000
0.065,0.589,0.840,0.226,0.551,0.818,0.852,0.114,0.222,0.757,0.320,0.697,0.500,1.000
0.886,0.920,0.420,0.302,0.505,0.779,0.794,0.513,0.091,0.706,0.231,0.674,0.595,1.000
0.013,0.273,0.840,0.269,0.514,0.810,0.844,0.180,0.278,0.753,0.511,0.909,0.595,1.000
0.057,0.920,0.403,0.288,0.299,0.845,0.882,0.360,0.040,0.770,0.268,0.780,0.595,1.000
0.139,0.920,0.464,0.274,0.495,0.587,0.523,0.395,0.298,0.486,0.593,0.720,0.459,1.000
0.081,0.704,0.420,0.222,0.458,0.851,0.891,0.123,0.126,0.777,0.296,0.621,0.500,1.000
0.052,0.920,0.420,0.283,0.411,0.762,0.800,0.431,0.076,0.749,0.257,0.947,0.662,1.000
0.011,0.920,0.420,0.302,0.430,0.843,0.879,0.417,0.081,0.766,0.568,0.606,0.500,1.000
0.075,0.920,0.840,0.302,0.486,0.836,0.874,0.202,0.111,0.769,0.596,0.780,0.527,1.000
0.051,0.624,0.420,0.278,0.505,0.781,0.847,0.207,0.066,0.809,0.528,0.803,0.541,1.000
0.051,0.273,0.420,0.292,0.533,0.817,0.829,0.199,0.045,0.711,0.484,0.864,0.622,1.000
0.345,0.920,0.420,0.255,0.411,0.774,0.820,0.250,0.086,0.766,0.577,0.795,0.581,1.000
0.015,0.808,0.840,0.292,0.542,0.804,0.888,0.217,0.152,0.853,0.246,0.735,0.649,1.000
0.127,0.920,0.420,0.283,0.542,0.799,0.836,0.262,0.040,0.756,0.541,0.864,0.662,1.000
0.227,0.920,0.840,0.283,0.561,0.831,0.866,0.182,0.167,0.763,0.308,0.561,0.568,1.000
0.091,0.920,0.420,0.278,0.393,0.803,0.794,0.254,0.096,0.663,0.251,0.561,0.541,1.000
0.072,0.825,0.840,0.269,0.542,0.814,0.852,0.288,0.111,0.763,0.461,0.924,0.662,1.000
0.141,0.920,0.420,0.259,0.290,0.548,0.613,0.372,0.126,0.740,0.383,0.848,0.595,1.000
0.227,0.920,0.420,0.250,0.421,0.817,0.837,0.574,0.111,0.727,0.355,0.917,0.622,1.000
0.094,0.920,0.420,0.269,0.607,0.848,0.886,0.263,0.116,0.773,0.523,0.644,0.649,1.000
0.122,0.920,0.840,0.226,0.477,0.838,0.894,0.223,0.116,0.807,0.085,0.871,0.554,1.000
0.076,0.920,0.420,0.269,0.617,0.809,0.867,0.201,0.111,0.802,0.636,0.886,0.635,1.000
0.359,0.273,0.840,0.255,0.477,0.841,0.861,0.153,0.071,0.733,0.641,0.848,0.649,1.000
0.173,0.273,0.420,0.250,0.477,0.800,0.857,0.213,0.136,0.799,0.278,0.644,0.649,1.000
0.063,0.920,0.629,0.292,0.402,0.809,0.850,0.292,0.096,0.767,0.494,0.758,0.622,1.000
0.078,0.920,0.840,0.241,0.449,0.789,0.816,0.192,0.157,0.733,0.633,0.773,0.514,1.000
0.002,0.690,0.840,0.302,0.411,0.747,0.734,0.375,0.242,0.639,0.299,0.697,0.622,1.000
0.028,0.920,0.420,0.250,0.636,0.831,0.874,0.254,0.066,0.778,0.140,0.841,0.608,1.000
0.139,0.706,0.420,0.274,0.458,0.774,0.829,0.273,0.030,0.785,0.694,0.818,0.649,1.000
0.149,0.780,0.420,0.269,0.402,0.756,0.798,0.279,0.192,0.752,0.668,0.879,0.635,1.000
0.066,0.920,0.840,0.264,0.449,0.832,0.858,0.244,0.126,0.743,0.415,0.644,0.365,1.000
0.084,0.720,0.420,0.269,0.411,0.826,0.851,0.527,0.091,0.738,0.380,0.856,0.635,1.000
0.065,0.642,0.817,0.297,0.467,0.776,0.852,0.238,0.131,0.829,0.576,0.955,0.689,1.000
0.100,0.920,0.420,0.274,0.449,0.837,0.877,0.217,0.091,0.774,0.274,0.803,0.676,1.000
0.071,0.920,0.420,0.245,0.374,0.862,0.897,0.305,0.101,0.772,0.473,0.864,0.622,1.000
0.131,0.537,0.725,0.269,0.383,0.845,0.878,0.287,0.101,0.762,0.239,0.795,0.527,1.000
0.093,0.273,0.420,0.222,0.561,0.841,0.881,0.267,0.035,0.774,0.475,0.750,0.568,1.000
0.082,0.920,0.840,0.292,0.486,0.695,0.724,0.135,0.298,0.711,0.493,0.788,0.595,1.000
0.067,0.920,0.420,0.278,0.364,0.769,0.810,0.320,0.101,0.756,0.504,0.720,0.635,1.000
0.008,0.273,0.420,0.250,0.495,0.777,0.829,0.322,0.066,0.779,0.469,0.788,0.622,1.000
0.006,0.767,0.420,0.226,0.430,0.832,0.894,0.192,0.066,0.817,0.378,0.856,0.676,1.000
0.157,0.273,0.420,0.274,0.598,0.868,0.867,0.447,0.081,0.699,0.512,0.735,0.595,1.000
0.152,0.920,0.420,0.292,0.505,0.774,0.810,0.156,0.136,0.747,0.646,0.674,0.527,1.000
0.361,0.920,0.420,0.297,0.421,0.639,0.676,0.399,0.152,0.711,0.548,0.864,0.622,1.000
0.278,0.920,0.840,0.274,0.486,0.843,0.882,0.330,0.056,0.773,0.432,0.879,0.595,1.000
0.001,0.920,0.840,0.231,0.561,0.826,0.862,0.192,0.141,0.763,0.276,0.515,0.297,1.000
0.090,0.920,0.420,0.236,0.570,0.869,0.893,0.276,0.116,0.750,0.444,0.864,0.622,1.000
0.149,0.920,0.420,0.288,0.467,0.795,0.830,0.277,0.061,0.751,0.642,0.871,0.662,1.000
0.082,0.920,0.420,0.274,0.467,0.849,0.891,0.368,0.045,0.780,0.616,0.902,0.662,1.000
0.212,0.273,0.840,0.245,0.523,0.798,0.850,0.283,0.040,0.787,0.537,0.773,0.568,1.000
0.211,0.764,0.596,0.307,0.495,0.837,0.847,0.171,0.141,0.712,0.562,0.841,0.622,1.000
0.025,0.920,0.420,0.212,0.598,0.807,0.857,0.269,0.020,0.786,0.407,0.864,0.622,1.000
0.060,0.920,0.420,0.292,0.374,0.820,0.869,0.501,0.040,0.787,0.639,0.712,0.541,1.000
0.149,0.920,0.420,0.269,0.505,0.808,0.827,0.205,0.217,0.722,0.527,0.795,0.541,1.000
0.067,0.591,0.420,0.302,0.318,0.759,0.729,0.391,0.136,0.608,0.511,0.508,0.473,1.000
0.158,0.273,0.420,0.245,0.570,0.853,0.905,0.235,0.086,0.804,0.410,0.758,0.541,1.000
0.056,0.920,0.420,0.278,0.579,0.781,0.840,0.198,0.066,0.795,0.327,0.864,0.635,1.000
0.100,0.273,0.420,0.241,0.439,0.909,0.895,0.406,0.182,0.684,0.180,0.826,0.554,1.000
0.002,0.920,0.420,0.269,0.430,0.785,0.744,0.447,0.141,0.593,0.481,0.917,0.649,1.000
0.089,0.273,0.420,0.245,0.449,0.731,0.738,0.363,0.167,0.675,0.226,0.856,0.649,1.000
0.031,0.273,0.420,0.241,0.505,0.882,0.890,0.603,0.071,0.722,0.481,0.871,0.649,1.000
0.154,0.920,0.420,0.316,0.430,0.812,0.810,0.421,0.071,0.681,0.698,0.561,0.311,1.000
0.093,0.273,0.840,0.236,0.495,0.830,0.863,0.244,0.177,0.757,0.658,0.735,0.473,1.000
0.458,0.920,0.420,0.255,0.495,0.808,0.840,0.233,0.106,0.748,0.624,0.780,0.568,1.000
0.144,0.273,0.420,0.245,0.533,0.908,0.905,0.386,0.146,0.707,0.547,0.636,0.473,1.000
0.059,0.605,0.420,0.226,0.402,0.779,0.852,0.326,0.106,0.824,0.280,0.924,0.662,1.000
0.441,0.273,0.420,0.179,0.486,0.739,0.636,0.170,0.157,0.453,0.479,0.568,0.595,1.000
0.053,0.920,0.420,0.250,0.383,0.743,0.804,0.208,0.217,0.788,0.514,0.568,0.365,1.000
0.082,0.920,0.312,0.264,0.467,0.825,0.867,0.362,0.091,0.775,0.537,0.871,0.676,1.000
0.009,0.920,0.420,0.278,0.430,0.831,0.872,0.380,0.020,0.773,0.657,0.811,0.541,1.000
0.088,0.273,0.840,0.278,0.589,0.799,0.853,0.170,0.152,0.793,0.516,0.788,0.595,1.000
0.347,0.920,0.420,0.311,0.495,0.822,0.848,0.331,0.045,0.741,0.504,0.902,0.662,1.000
0.119,0.556,0.420,0.264,0.458,0.834,0.883,0.244,0.035,0.791,0.825,0.879,0.703,1.000
0.093,0.791,0.420,0.274,0.411,0.816,0.831,0.307,0.040,0.715,0.599,0.758,0.514,1.000
0.124,0.920,0.420,0.250,0.411,0.815,0.827,0.181,0.278,0.709,0.429,0.583,0.378,1.000
0.000,0.761,0.840,0.302,0.411,0.749,0.778,0.238,0.247,0.727,0.440,0.758,0.649,1.000
0.076,0.920,0.420,0.292,0.346,0.679,0.623,0.363,0.126,0.531,0.469,0.742,0.595,1.000
0.221,0.920,0.420,0.288,0.486,0.752,0.800,0.276,0.152,0.765,0.473,0.864,0.703,1.000
0.078,0.920,0.840,0.236,0.523,0.843,0.850,0.366,0.237,0.707,0.563,0.583,0.392,1.000
0.015,0.920,0.620,0.288,0.589,0.739,0.765,0.363,0.146,0.716,0.542,0.924,0.649,1.000
0.131,0.273,0.420,0.307,0.318,0.825,0.878,0.249,0.116,0.796,0.819,0.879,0.662,1.000
0.086,0.585,0.420,0.278,0.449,0.836,0.828,0.199,0.177,0.675,0.382,0.780,0.662,1.000
0.052,0.920,0.420,0.292,0.561,0.797,0.875,0.170,0.040,0.839,0.504,0.773,0.635,1.000
0.155,0.920,0.420,0.283,0.430,0.850,0.883,0.247,0.061,0.764,0.558,0.803,0.527,1.000
0.452,0.920,0.000,0.297,0.449,0.799,0.809,0.495,0.035,0.701,0.455,0.902,0.676,1.000
0.065,0.551,0.420,0.288,0.505,0.849,0.879,0.327,0.071,0.757,0.554,0.864,0.662,1.000
0.021,0.920,0.420,0.255,0.542,0.806,0.888,0.222,0.076,0.851,0.585,0.886,0.595,1.000
0.258,0.558,0.420,0.297,0.355,0.815,0.833,0.343,0.025,0.722,0.670,0.902,0.703,1.000
0.272,0.273,0.420,0.283,0.467,0.779,0.845,0.207,0.096,0.810,0.485,0.924,0.649,1.000
0.418,0.598,0.420,0.264,0.421,0.756,0.706,0.245,0.187,0.565,0.543,0.644,0.622,1.000
0.110,0.790,0.420,0.255,0.439,0.776,0.847,0.308,0.177,0.819,0.349,0.894,0.595,1.000
0.031,0.920,0.420,0.217,0.598,0.837,0.864,0.243,0.126,0.747,0.430,0.818,0.554,1.000
0.071,0.564,0.420,0.264,0.364,0.774,0.778,0.304,0.157,0.681,0.660,0.932,0.703,1.000
0.063,0.616,0.840,0.259,0.495,0.811,0.861,0.233,0.126,0.786,0.542,0.606,0.581,1.000
0.069,0.920,0.420,0.226,0.402,0.843,0.877,0.274,0.121,0.763,0.567,0.841,0.541,1.000
0.358,0.920,0.000,0.259,0.439,0.855,0.852,0.235,0.136,0.692,0.672,0.727,0.446,1.000
0.077,0.920,0.420,0.288,0.551,0.797,0.852,0.234,0.045,0.793,0.553,0.871,0.622,1.000
0.070,0.920,0.840,0.269,0.579,0.814,0.836,0.245,0.141,0.730,0.483,0.833,0.581,1.000
0.164,0.707,0.840,0.245,0.523,0.841,0.848,0.294,0.157,0.706,0.602,0.659,0.419,1.000
0.072,0.920,0.420,0.302,0.355,0.589,0.622,0.397,0.106,0.687,0.303,0.795,0.581,1.000
0.053,0.507,0.840,0.241,0.364,0.813,0.751,0.428,0.283,0.557,0.739,0.667,0.554,1.000
0.117,0.675,0.420,0.212,0.402,0.776,0.790,0.285,0.051,0.703,0.424,0.720,0.514,1.000
0.135,0.733,0.840,0.255,0.654,0.831,0.861,0.126,0.237,0.751,0.280,0.455,0.595,1.000
0.131,0.920,0.420,0.274,0.383,0.808,0.830,0.397,0.086,0.728,0.459,0.803,0.541,1.000
0.160,0.920,0.603,0.259,0.467,0.810,0.742,0.252,0.308,0.543,0.897,0.598,0.405,1.000
0.250,0.875,0.840,0.278,0.542,0.820,0.839,0.291,0.086,0.725,0.130,0.879,0.608,1.000
0.093,0.920,0.513,0.241,0.402,0.887,0.902,0.298,0.071,0.738,0.626,0.636,0.486,1.000
0.051,0.920,0.840,0.193,0.402,0.798,0.788,0.350,0.197,0.661,0.820,0.614,0.500,1.000
0.064,0.675,0.420,0.212,0.458,0.861,0.908,0.158,0.030,0.795,0.851,0.689,0.378,1.000
0.046,0.920,0.840,0.302,0.542,0.851,0.879,0.256,0.056,0.755,0.378,0.924,0.622,1.000
0.073,0.670,0.420,0.264,0.402,0.778,0.830,0.298,0.086,0.780,0.715,0.750,0.581,1.000
0.128,0.920,0.420,0.255,0.327,0.844,0.867,0.468,0.071,0.742,0.636,0.803,0.541,1.000
0.081,0.920,0.840,0.292,0.486,0.746,0.787,0.210,0.177,0.749,0.620,0.606,0.486,1.000
0.066,0.561,0.420,0.283,0.318,0.735,0.724,0.454,0.131,0.639,0.580,0.705,0.554,1.000
0.201,0.920,0.420,0.259,0.421,0.821,0.876,0.323,0.066,0.801,0.470,0.864,0.608,1.000
0.102,0.920,0.428,0.288,0.514,0.843,0.794,0.562,0.045,0.591,0.589,0.795,0.568,1.000
0.013,0.869,0.420,0.274,0.364,0.887,0.848,0.606,0.056,0.627,0.524,0.924,0.649,1.000
0.075,0.920,0.420,0.245,0.505,0.866,0.880,0.240,0.056,0.730,0.405,0.833,0.608,1.000
0.057,0.273,0.420,0.269,0.393,0.834,0.871,0.163,0.106,0.766,0.101,0.614,0.486,1.000
0.070,0.920,0.420,0.250,0.411,0.849,0.879,0.354,0.066,0.758,0.589,0.879,0.662,1.000
0.172,0.920,0.420,0.297,0.402,0.812,0.823,0.266,0.086,0.708,0.628,0.727,0.581,1.000
0.001,0.920,0.420,0.226,0.467,0.801,0.843,0.298,0.081,0.767,0.319,0.833,0.581,1.000
0.135,0.920,0.840,0.283,0.402,0.769,0.766,0.210,0.283,0.667,0.510,0.697,0.568,1.000
0.134,0.606,0.420,0.292,0.654,0.823,0.884,0.241,0.081,0.814,0.485,0.727,0.716,1.000
0.002,0.920,0.840,0.226,0.551,0.797,0.804,0.141,0.187,0.696,0.457,0.788,0.541,1.000
0.051,0.920,0.420,0.212,0.514,0.833,0.886,0.238,0.081,0.799,0.453,0.833,0.622,1.000
0.074,0.824,0.420,0.250,0.505,0.847,0.882,0.283,0.086,0.766,0.344,0.735,0.541,1.000
0.294,0.920,0.420,0.269,0.430,0.787,0.786,0.323,0.131,0.675,0.601,0.879,0.622,1.000
0.162,0.546,0.420,0.278,0.318,0.853,0.882,0.478,0.061,0.755,0.426,0.879,0.622,1.000
0.068,0.920,0.420,0.264,0.551,0.809,0.839,0.371,0.056,0.744,0.450,0.750,0.635,1.000
0.129,0.920,0.840,0.236,0.467,0.814,0.869,0.179,0.056,0.797,0.295,0.841,0.514,1.000
0.118,0.654,0.420,0.259,0.579,0.804,0.846,0.287,0.030,0.767,0.353,0.917,0.649,1.000
0.007,0.920,0.551,0.269,0.551,0.803,0.857,0.209,0.086,0.793,0.593,0.826,0.608,1.000
0.072,0.920,0.840,0.250,0.514,0.813,0.870,0.324,0.066,0.801,0.477,0.735,0.622,1.000
0.012,0.920,0.420,0.226,0.402,0.873,0.857,0.436,0.096,0.670,0.795,0.841,0.635,1.000
0.077,0.920,0.420,0.288,0.514,0.859,0.902,0.260,0.101,0.786,0.632,0.909,0.581,1.000
0.242,0.920,0.420,0.189,0.355,0.769,0.788,0.151,0.172,0.711,0.767,0.735,0.581,1.000
0.078,0.920,0.420,0.283,0.411,0.831,0.835,0.347,0.121,0.698,0.476,0.871,0.608,1.000
0.004,0.920,0.420,0.264,0.477,0.845,0.873,0.357,0.045,0.752,0.553,0.712,0.459,1.000
0.359,0.273,0.420,0.278,0.477,0.838,0.875,0.189,0.126,0.767,0.653,0.515,0.365,1.000
0.239,0.920,0.327,0.307,0.523,0.810,0.892,0.372,0.015,0.851,0.697,0.864,0.581,1.000
1.000,0.920,0.420,0.283,0.505,0.789,0.832,0.158,0.081,0.766,0.437,0.811,0.635,1.000
0.088,0.920,0.420,0.278,0.393,0.887,0.923,0.269,0.056,0.780,0.452,0.932,0.662,1.000
0.076,0.920,0.420,0.297,0.374,0.620,0.594,0.302,0.212,0.574,0.584,0.841,0.635,1.000
0.043,0.920,0.420,0.274,0.411,0.685,0.683,0.444,0.136,0.644,0.591,0.803,0.635,1.000
0.063,0.920,0.764,0.245,0.542,0.792,0.852,0.136,0.197,0.802,0.581,0.818,0.676,1.000
0.116,0.654,0.420,0.255,0.336,0.793,0.802,0.269,0.116,0.697,0.162,0.886,0.608,1.000
0.090,0.634,0.840,0.250,0.458,0.832,0.878,0.344,0.106,0.784,0.236,0.932,0.649,1.000
0.102,0.273,0.420,0.259,0.411,0.798,0.875,0.308,0.121,0.838,0.286,0.917,0.689,1.000
0.117,0.676,0.420,0.245,0.570,0.767,0.772,0.350,0.136,0.681,0.347,0.871,0.649,1.000
0.020,0.920,0.420,0.222,0.355,0.858,0.881,0.350,0.091,0.744,0.462,0.659,0.446,1.000
0.055,0.920,0.840,0.269,0.486,0.830,0.878,0.178,0.192,0.788,0.314,0.841,0.541,1.000
0.080,0.920,0.420,0.259,0.542,0.819,0.849,0.205,0.202,0.749,0.316,0.652,0.514,1.000
0.050,0.920,0.420,0.274,0.458,0.814,0.851,0.331,0.076,0.762,0.393,0.955,0.689,1.000
0.060,0.920,0.420,0.264,0.383,0.838,0.871,0.469,0.040,0.759,0.672,0.962,0.730,1.000
0.304,0.678,0.420,0.226,0.364,0.872,0.895,0.338,0.076,0.749,0.538,0.591,0.446,1.000
0.071,0.568,0.840,0.264,0.449,0.795,0.851,0.222,0.192,0.795,0.465,0.553,0.324,1.000
0.080,0.920,0.840,0.241,0.411,0.727,0.670,0.344,0.268,0.542,0.315,0.742,0.622,1.000
0.077,0.273,0.420,0.255,0.458,0.847,0.880,0.335,0.076,0.763,0.258,0.659,0.635,1.000
0.083,0.920,0.420,0.255,0.467,0.803,0.851,0.267,0.141,0.780,0.200,0.886,0.622,1.000
0.083,0.551,0.420,0.288,0.467,0.817,0.812,0.304,0.177,0.675,0.608,0.811,0.608,1.000
0.075,0.273,0.420,0.245,0.430,0.652,0.688,0.269,0.152,0.711,0.229,0.902,0.662,1.000
0.016,0.920,0.420,0.269,0.421,0.855,0.884,0.409,0.096,0.758,0.143,0.932,0.662,1.000
0.049,0.639,0.840,0.259,0.598,0.803,0.874,0.264,0.045,0.826,0.598,0.795,0.541,1.000
0.073,0.920,0.420,0.241,0.505,0.799,0.856,0.328,0.025,0.797,0.600,0.765,0.649,1.000
0.070,0.680,0.840,0.274,0.589,0.822,0.876,0.147,0.131,0.799,0.292,0.750,0.554,1.000
0.003,0.920,0.420,0.288,0.486,0.865,0.881,0.355,0.040,0.733,0.719,0.727,0.486,1.000
0.436,0.803,0.840,0.283,0.514,0.863,0.882,0.230,0.111,0.738,0.253,0.553,0.527,1.000
0.202,0.920,0.420,0.259,0.336,0.786,0.789,0.373,0.177,0.683,0.463,0.674,0.595,1.000
0.067,0.920,0.420,0.250,0.336,0.852,0.889,0.416,0.086,0.772,0.660,0.932,0.649,1.000
0.021,0.920,0.840,0.283,0.495,0.810,0.857,0.260,0.066,0.781,0.433,0.886,0.662,1.000
0.067,0.273,0.840,0.208,0.495,0.735,0.708,0.192,0.247,0.606,0.657,0.720,0.581,1.000
0.674,0.920,0.420,0.274,0.514,0.832,0.861,0.224,0.096,0.749,0.633,0.674,0.473,1.000
0.072,0.920,0.420,0.292,0.458,0.741,0.755,0.268,0.136,0.691,0.726,0.591,0.595,1.000
0.008,0.755,0.420,0.292,0.514,0.706,0.746,0.410,0.141,0.735,0.526,0.788,0.568,1.000
0.138,0.920,0.420,0.330,0.505,0.645,0.602,0.397,0.308,0.547,0.525,0.856,0.676,1.000
0.009,0.564,0.420,0.241,0.514,0.801,0.855,0.194,0.066,0.793,0.431,0.705,0.635,1.000
0.076,0.273,0.420,0.264,0.486,0.799,0.843,0.348,0.086,0.770,0.506,0.826,0.581,1.000
0.099,0.522,0.420,0.264,0.523,0.812,0.857,0.155,0.106,0.775,0.125,0.689,0.500,1.000
0.083,0.920,0.420,0.264,0.393,0.828,0.894,0.368,0.056,0.825,0.696,0.848,0.649,1.000
0.270,0.920,0.420,0.321,0.477,0.701,0.730,0.317,0.172,0.711,0.222,0.841,0.662,1.000
0.087,0.920,0.420,0.236,0.355,0.768,0.738,0.428,0.146,0.611,0.387,0.902,0.662,1.000
0.004,0.920,0.530,0.302,0.336,0.610,0.549,0.460,0.146,0.499,0.355,0.932,0.622,1.000
0.096,0.920,0.420,0.302,0.561,0.809,0.848,0.216,0.056,0.764,0.592,0.879,0.676,1.000
0.144,0.273,0.420,0.255,0.393,0.833,0.840,0.249,0.116,0.705,0.620,0.788,0.635,1.000
0.006,0.694,0.420,0.264,0.383,0.849,0.849,0.368,0.061,0.696,0.337,0.780,0.689,1.000
0.868,0.836,0.420,0.283,0.439,0.786,0.798,0.375,0.056,0.700,0.736,0.811,0.649,1.000
0.065,0.920,0.361,0.292,0.374,0.822,0.866,0.373,0.061,0.778,0.279,0.848,0.662,1.000
0.158,0.273,0.420,0.264,0.449,0.724,0.730,0.364,0.056,0.672,0.655,0.917,0.662,1.000
0.069,0.920,0.840,0.255,0.364,0.724,0.747,0.195,0.222,0.706,0.603,0.841,0.581,1.000
0.043,0.920,0.840,0.226,0.486,0.801,0.852,0.184,0.091,0.786,0.530,0.811,0.608,1.000
0.001,0.920,0.840,0.245,0.411,0.719,0.803,0.379,0.258,0.830,0.270,0.894,0.622,1.000
0.217,0.273,0.420,0.321,0.327,0.727,0.720,0.314,0.141,0.645,0.677,0.773,0.635,1.000
0.062,0.724,0.420,0.283,0.477,0.822,0.852,0.299,0.040,0.749,0.519,0.705,0.608,1.000
0.101,0.273,0.420,0.288,0.327,0.852,0.894,0.415,0.025,0.782,0.213,0.902,0.662,1.000
0.311,0.920,0.420,0.288,0.449,0.847,0.887,0.175,0.061,0.775,0.481,0.712,0.595,1.000
0.085,0.273,0.420,0.278,0.505,0.856,0.878,0.284,0.066,0.741,0.509,0.735,0.595,1.000
0.025,0.920,0.840,0.278,0.402,0.827,0.863,0.370,0.076,0.763,0.564,0.750,0.649,1.000
0.071,0.920,0.420,0.255,0.383,0.832,0.895,0.326,0.106,0.818,0.687,0.879,0.608,1.000
0.245,0.920,0.420,0.274,0.449,0.863,0.909,0.280,0.056,0.793,0.702,0.886,0.595,1.000
0.062,0.920,0.718,0.278,0.542,0.843,0.873,0.231,0.126,0.753,0.462,0.682,0.473,1.000
0.134,0.771,0.840,0.231,0.551,0.855,0.892,0.238,0.086,0.774,0.406,0.689,0.419,1.000
0.076,0.920,0.420,0.241,0.411,0.857,0.885,0.425,0.051,0.755,0.709,0.833,0.595,1.000
0.119,0.920,0.840,0.241,0.682,0.736,0.826,0.153,0.232,0.846,0.149,0.826,0.635,1.000
0.047,0.273,0.840,0.255,0.271,0.583,0.540,0.290,0.131,0.528,0.740,0.712,0.554,1.000
0.076,0.273,0.420,0.241,0.430,0.821,0.848,0.361,0.066,0.742,0.713,0.697,0.554,1.000
0.943,0.767,0.420,0.292,0.542,0.818,0.847,0.314,0.035,0.745,0.542,0.803,0.595,1.000
